governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1,a.2,a.3,a.4,b.1,b.2,b.3,b.4,b.5,a,b
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E069,1,0.95,1.0,0.1961,0,0.3971,0.5,0.75,0,0,1,0.18,0.4583,0.25,0.25,1,1.0,0.1034,0.25,0.0,0.3333,0.75,0.25,0.75,1.0,1,0.8333,0.75,1.0,0,0.786525,0.411775,0.3333333333333333,0.2961,0.75,0.1178,0.520825,0.9444333333333333,0.5833333333333334,0.45693333333333336,0.5832783333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E070,1,0.97,1.0,0.0588,0,0.0441,0.5,0.75,0,1,1,0.22,0.3333,0.75,0.0,1,0.8,0.1669,0.25,0.0,0.3333,0.0,0.0,0.25,0.75,0,0.5833,0.75,1.0,0,0.7572,0.323525,0.6666666666666666,0.4344333333333334,0.6,0.13896666666666666,0.14582499999999998,0.4444333333333333,0.5833333333333334,0.54545625,0.38251166666666664
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E071,1,1.0,1.0,0.2157,0,0.4118,0.3333,0.3333,1,0,0,0.2,0.3333,0.75,0.25,1,0.0,0.0587,0.25,0.0,0.3333,0.75,0.0,0.25,0.75,1,0.5833,0.75,1.0,0,0.803925,0.2696,0.3333333333333333,0.4277666666666667,0.4166666666666667,0.10289999999999999,0.333325,0.7777666666666666,0.5833333333333334,0.45865625,0.44279833333333335
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E072,1,0.95,1.0,0.5686,0,0.4265,0.5,0.5,0,0,1,0.58,0.3333,0.75,0.25,1,0.8,0.0348,0.25,0.0,0.6667,0.75,0.0,0.25,0.75,1,0.3333,0.75,1.0,0,0.87965,0.35662499999999997,0.3333333333333333,0.5544333333333333,0.6833333333333332,0.09493333333333333,0.416675,0.6944333333333333,0.5833333333333334,0.5310104166666667,0.49454166666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E073,0,0.9,0.5,0.0196,0,0.0147,0.5,0.75,0,0,1,0.36,0.4583,0.75,0.5,1,0.2,0.0179,0.25,0.0,0.6667,0.75,0.0,0.25,0.75,1,0.25,0.75,1.0,0,0.3549,0.316175,0.3333333333333333,0.5227666666666667,0.5666666666666667,0.0893,0.416675,0.6666666666666666,0.5833333333333334,0.38179375000000004,0.4645283333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E074,1,1.0,1.0,0.0784,1,0.0,0.8,0.8,1,1,1,0.22,0.3333,0.75,0.0,1,0.2,0.0179,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0,0.1667,0.75,1.0,0,0.7696,0.65,1.0,0.4344333333333334,0.39999999999999997,0.0893,0.1875,0.1389,0.5833333333333334,0.7135083333333333,0.27980666666666665
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E075,1,1.0,1.0,0.0,0,0.0,0.0,0.5,0,0,1,0.08,0.4583,0.5,0.5,1,0.8,0.0482,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,1,0.25,0.75,1.0,0,0.75,0.125,0.3333333333333333,0.3461,0.7666666666666666,0.0994,0.395825,0.6666666666666666,0.5833333333333334,0.38860833333333333,0.5023783333333334
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E076,0,1.0,0.4762,0.4706,0,0.3529,0.6,0.8,0,0,0,0.64,0.4583,0.5,0.25,1,0.8,0.019,0.25,0.0,0.6667,0.75,0.5,0.5,0.75,0,0.4167,0.75,1.0,0,0.4867,0.438225,0.0,0.5327666666666667,0.6833333333333332,0.08966666666666667,0.604175,0.3889,0.5833333333333334,0.3644229166666667,0.46988166666666664
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E077,0,1.0,0.3684,0.2353,1,0.2059,0.6667,0.8333,0,1,0,0.22,0.4583,0.75,0.0,0,0.8,0.0316,0.25,0.0,0.6667,0.0,0.0,0.25,0.75,1,0.75,0.65,1.0,1,0.40092500000000003,0.6764749999999999,0.3333333333333333,0.4761,0.26666666666666666,0.09386666666666667,0.229175,0.8333333333333334,0.8833333333333333,0.4717083333333333,0.461275
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E078,0,1.0,0.4286,0.7451,0,0.8088,0.8182,0.9091,0,0,1,0.74,0.0833,0.75,0.5,0,0.8,0.0587,0.25,0.0,0.6667,1.0,0.0,0.25,0.75,1,0.5833,0.75,1.0,0,0.5434249999999999,0.6340250000000001,0.3333333333333333,0.5244333333333334,0.43333333333333335,0.10289999999999999,0.479175,0.7777666666666666,0.5833333333333334,0.5088041666666666,0.4753016666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E079,1,1.0,1.0,0.3333,0,0.5,0.7143,0.7143,0,0,0,0.32,0.4583,0.75,0.0,1,1.0,1.0,0.25,1.0,0.3333,0.75,0.0,0.25,0.75,1,0.25,0.55,1.0,1,0.833325,0.4821500000000001,0.0,0.5094333333333333,0.6666666666666666,0.75,0.333325,0.6666666666666666,0.85,0.4562270833333334,0.6533316666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E080,1,1.0,1.0,0.4314,0,0.5735,0.3333,0.3333,0,0,1,0.42,0.4583,0.75,0.0,1,0.8,0.1643,0.25,0.0,0.3333,0.75,0.0,0.25,0.75,1,0.4167,0.65,1.0,0,0.85785,0.310025,0.3333333333333333,0.5427666666666666,0.6,0.1381,0.333325,0.7222333333333334,0.5499999999999999,0.5109937499999999,0.46873166666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E081,1,1.0,1.0,0.098,0,0.3235,0.3333,0.3333,0,1,0,0.08,0.4583,0.75,0.0,1,0.2,0.3966,0.25,0.0,0.3333,0.0,0.0,0.25,0.25,0,0.0833,0.65,1.0,0,0.7745,0.247525,0.3333333333333333,0.42943333333333333,0.39999999999999997,0.21553333333333335,0.14582499999999998,0.11109999999999999,0.5499999999999999,0.44619791666666664,0.28449166666666664
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E082,1,0.8,1.0,0.2353,0,0.1765,0.6,0.6,0,1,1,0.16,0.4583,0.75,0.25,1,0.0,0.02,0.0,0.0,0.3333,0.0,0.0,0.25,0.75,1,0.25,0.55,1.0,0,0.758825,0.344125,0.6666666666666666,0.4561,0.4166666666666667,0.006666666666666667,0.14582499999999998,0.6666666666666666,0.5166666666666667,0.5564291666666666,0.35049833333333336
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E083,1,0.9,1.0,0.1569,0,0.3676,0.5,0.5,0,0,1,0.14,0.4583,0.75,0.25,1,0.8,0.1581,0.0,0.0,0.3333,0.75,0.0,0.25,0.25,1,0.25,0.75,1.0,1,0.7642249999999999,0.3419,0.3333333333333333,0.44943333333333335,0.6833333333333332,0.0527,0.333325,0.5,0.9166666666666666,0.47222291666666666,0.49720499999999995
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E084,1,0.95,1.0,0.5882,0,0.6912,0.5,0.75,1,0,1,0.58,0.4583,0.75,0.0,1,0.0,0.1707,0.0,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.0833,0.75,1.0,0,0.8845500000000001,0.4853,0.6666666666666666,0.5961,0.3333333333333333,0.0569,0.333325,0.11109999999999999,0.5833333333333334,0.6581541666666666,0.2835983333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E085,1,0.97,1.0,0.1176,0,0.3382,0.3333,0.3333,1,1,0,0.1,0.4583,0.75,0.25,0,0.8,0.0471,0.0,0.0,0.3333,0.0,0.0,0.25,0.25,1,0.25,0.75,1.0,0,0.7718999999999999,0.2512,0.6666666666666666,0.4361,0.35000000000000003,0.015700000000000002,0.14582499999999998,0.5,0.5833333333333334,0.5314666666666666,0.31897166666666665
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E086,1,0.97,1.0,0.5882,0,0.6912,0.7778,0.7778,0,0,1,0.58,0.4583,0.75,0.0,1,0.0,0.2008,0.0,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.3333,0.75,1.0,0,0.88955,0.5617000000000001,0.3333333333333333,0.5961,0.3333333333333333,0.06693333333333333,0.333325,0.19443333333333332,0.5833333333333334,0.5951708333333333,0.30227166666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E087,1,0.9,1.0,0.1961,0,0.3971,0.3333,0.3333,1,0,1,0.18,0.4583,0.25,0.25,0,0.8,0.0598,0.0,0.0,0.3333,0.75,0.25,0.75,0.75,1,0.0833,0.75,1.0,1,0.774025,0.26592499999999997,0.6666666666666666,0.2961,0.35000000000000003,0.019933333333333334,0.520825,0.6111,0.9166666666666666,0.5006791666666667,0.48370499999999994
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,E088,1,0.9,1.0,0.0,0,0.0,0.5,0.6667,1,0,0,0.46,0.4583,0.25,0.25,1,0.0,0.0211,0.5,0.0,0.3333,0.75,0.25,0.75,0.25,1,0.25,0.75,1.0,0,0.725,0.291675,0.3333333333333333,0.3894333333333333,0.4166666666666667,0.1737,0.520825,0.5,0.5833333333333334,0.43486041666666664,0.438905
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,E089,0,0.95,0.4333,0.1176,0,0.0882,0.75,0.75,1,0,0,0.4,0.4583,0.75,0.0,1,0.8,0.3299,0.5,0.0,0.6667,0.75,0.0,0.25,0.75,0,0.5833,0.75,1.0,0,0.375225,0.39705,0.3333333333333333,0.5361,0.6,0.27663333333333334,0.416675,0.4444333333333333,0.5833333333333334,0.41042708333333333,0.464215
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,E090,1,0.93,0.5,0.5294,1,0.6471,0.4,0.8,1,1,1,0.52,0.2083,0.75,0.25,1,1.0,0.4223,0.5,0.0,0.3333,0.0,0.25,0.25,0.75,1,0.1667,0.75,1.0,0,0.73985,0.711775,1.0,0.49276666666666663,0.75,0.30743333333333334,0.20832499999999998,0.6389,0.5833333333333334,0.7360979166666667,0.49759833333333336
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P001,0,0.8,0.2222,0.098,0,0.0735,0.3333,0.3333,0,0,1,0.2,0.2083,0.0,0.5,1,1.0,0.3561,0.5,1.0,0.6667,1.0,0.25,1.0,0.75,1,1.0,0.45,0.5,1,0.28005,0.185025,0.3333333333333333,0.1361,0.8333333333333334,0.6187,0.729175,0.9166666666666666,0.65,0.23362708333333335,0.749575
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P002,1,0.85,1.0,0.8235,1,0.8676,0.0,-1.0,1,1,1,0.92,0.2083,0.75,0.25,1,0.8,0.0622,0.5,1.0,0.3333,0.25,0.25,0.25,0.25,1,0.5833,0.85,0.0,1,0.918375,0.21689999999999998,1.0,0.6261,0.6833333333333332,0.5207333333333334,0.270825,0.6111,0.6166666666666667,0.69034375,0.5405316666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P003,1,0.85,1.0,0.2549,0,0.4412,0.5,0.5,1,1,1,0.24,0.3333,1.0,0.0,1,0.8,0.1279,0.5,1.0,0.3333,0.0,0.0,0.0,0.5,0,0.5833,0.7,0.6667,1,0.776225,0.3603,1.0,0.5244333333333333,0.6,0.5426333333333333,0.083325,0.3611,0.7888999999999999,0.6652395833333333,0.4751916666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P004,1,0.95,0.8,0.1961,0,0.3971,0.0,0.0,1,0,1,0.18,0.2083,0.75,0.0,1,0.8,0.1966,0.5,0.0,0.3333,1.0,0.0,0.25,0.0,1,0.3333,0.2,0.5,1,0.736525,0.099275,0.6666666666666666,0.37943333333333334,0.6,0.2322,0.395825,0.4444333333333333,0.5666666666666667,0.470475,0.4478249999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P005,0,0.9,0.375,0.2157,0,0.1618,0.5,0.75,1,0,1,0.32,0.3333,1.0,0.25,1,0.6,0.4331,0.5,0.0,0.3333,1.0,0.5,0.0,0.5,0,0.5833,1.0,0.6667,1,0.372675,0.35295,0.6666666666666666,0.5511,0.6166666666666667,0.31103333333333333,0.458325,0.3611,0.8889,0.4858479166666666,0.527205
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P006,1,0.95,1.0,0.1961,0,0.3971,0.5,0.5,1,0,1,0.18,0.3333,0.0,0.0,1,0.0,0.4132,0.5,0.0,0.3333,0.75,0.25,1.0,0.0,1,0.0833,0.9,0.6667,1,0.786525,0.349275,0.6666666666666666,0.1711,0.3333333333333333,0.3044,0.583325,0.3611,0.8555666666666667,0.4933916666666667,0.487545
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P007,1,0.8,0.8,0.4314,1,0.5735,0.4667,0.8,1,1,1,0.52,0.3333,1.0,0.0,1,0.4,0.2742,0.5,0.0,0.6667,0.0,0.25,0.0,0.25,1,0.5833,0.75,0.6667,1,0.75785,0.7100500000000001,1.0,0.6177666666666667,0.4666666666666666,0.25806666666666667,0.229175,0.6111,0.8055666666666667,0.7714166666666668,0.47411499999999995
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P008,1,0.8,0.625,0.6667,0,0.75,0.5,0.8333,1,1,0,0.66,0.2083,0.5,0.0,1,0.4,0.1644,0.5,0.0,0.6667,0.0,0.5,0.5,1.0,1,1.0,0.9,1.0,1,0.772925,0.520825,0.6666666666666666,0.4561,0.4666666666666666,0.22146666666666667,0.416675,1.0,0.9666666666666667,0.6041291666666667,0.614295
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P009,1,0.9,1.0,0.6275,1,0.7206,0.0,0.0,1,1,1,0.72,0.3333,0.75,0.0,1,0.4,0.0363,0.5,0.0,0.3333,0.0,0.0,0.25,0.5,1,0.25,1.0,0.6667,1,0.881875,0.43015000000000003,1.0,0.6011,0.4666666666666666,0.17876666666666666,0.14582499999999998,0.5833333333333334,0.8889,0.72828125,0.45269833333333337
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P010,1,0.9,1.0,0.5098,0,0.6324,0.3333,0.3333,1,0,1,0.5,0.2083,0.25,0.0,1,0.8,0.3469,0.5,0.0,0.6667,1.0,0.0,0.75,0.5,1,0.8333,0.65,0.6667,1,0.8524499999999999,0.32475,0.6666666666666666,0.31943333333333335,0.6,0.2823,0.604175,0.7777666666666666,0.7722333333333333,0.540825,0.6072949999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P011,1,0.9,0.6667,0.1765,0,0.1324,0.6,0.6,1,0,1,0.36,0.3333,1.0,0.25,1,1.0,0.38,0.5,0.0,0.3333,1.0,0.5,0.0,0.75,1,0.5833,0.9,0.6667,0,0.6858,0.33309999999999995,0.6666666666666666,0.5644333333333333,0.75,0.29333333333333333,0.458325,0.7777666666666666,0.5222333333333333,0.5625,0.5603316666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P012,1,0.85,1.0,0.0392,0,0.2794,0.5714,0.7143,1,0,1,0.5,0.2083,0.25,0.0,1,0.8,0.1077,0.5,0.0,0.6667,1.0,0.25,0.75,0.25,0,0.5,0.8,0.6667,1,0.7223,0.39127500000000004,0.6666666666666666,0.31943333333333335,0.6,0.20256666666666667,0.666675,0.25,0.8222333333333333,0.52491875,0.5082949999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P013,1,0.9,1.0,0.3333,1,0.5,0.625,0.625,1,1,1,0.36,0.2083,1.0,0.0,1,0.6,0.251,0.5,0.0,0.3333,0.25,0.5,0.0,0.0,0,0.0833,0.95,1.0,0,0.808325,0.6875,1.0,0.5227666666666667,0.5333333333333333,0.25033333333333335,0.270825,0.027766666666666665,0.65,0.7546479166666666,0.3464516666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P014,0,0.95,0.4,0.6275,1,0.7206,0.0,0.0,1,0,0,0.68,0.2083,1.0,0.0,1,1.0,0.2853,0.5,0.0,1.0,1.0,0.5,0.0,0.75,0,0.6667,0.95,0.6667,0,0.494375,0.43015000000000003,0.3333333333333333,0.6294333333333334,0.6666666666666666,0.26176666666666665,0.625,0.47223333333333334,0.5388999999999999,0.47182291666666665,0.5129133333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P015,1,0.95,1.0,0.0392,0,0.2794,0.3333,0.3333,1,1,1,0.1,0.2083,0.75,0.0,1,0.8,0.0543,0.5,0.0,0.0,0.0,0.25,0.25,0.25,0,0.4167,0.85,0.0,1,0.7473000000000001,0.2365,1.0,0.3527666666666667,0.6,0.18476666666666666,0.125,0.22223333333333337,0.6166666666666667,0.5841416666666667,0.34973333333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P016,1,0.95,1.0,0.1961,0,0.3971,0.4286,0.4286,1,1,1,0.18,0.2083,0.25,0.0,1,0.8,0.2105,0.5,0.0,0.3333,0.0,0.25,0.75,0.5,0,0.4167,0.85,0.6667,1,0.786525,0.313575,1.0,0.21276666666666666,0.6,0.23683333333333334,0.333325,0.3055666666666667,0.8389000000000001,0.5782166666666667,0.462925
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P017,1,0.9,1.0,0.098,0,0.0735,0.5,0.5,1,1,1,0.12,0.2083,0.25,0.25,0,0.8,0.0262,0.5,0.0,0.3333,0.0,0.25,0.75,0.0,1,0.25,0.8,0.6667,1,0.7494999999999999,0.26837500000000003,1.0,0.19276666666666667,0.35000000000000003,0.1754,0.333325,0.4166666666666667,0.8222333333333333,0.5526604166666667,0.419525
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P018,1,0.9,1.0,0.3725,1,0.2794,0.25,0.25,1,1,1,0.78,0.2083,0.0,0.0,1,1.0,0.0405,0.5,0.0,0.3333,0.25,0.0,1.0,0.75,1,0.4167,1.0,0.6667,1,0.818125,0.44484999999999997,1.0,0.32943333333333336,0.6666666666666666,0.18016666666666667,0.395825,0.7222333333333334,0.8889,0.6481020833333333,0.5707583333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P019,0,0.9,0.4,0.0392,1,0.2794,0.5,0.6667,0,0,1,0.6,0.3333,1.0,0.25,1,0.8,0.2509,0.5,0.0,1.0,1.0,0.75,0.0,0.25,1,1.0,0.9,0.5,1,0.3348,0.611525,0.3333333333333333,0.6444333333333333,0.6833333333333332,0.2503,0.6875,0.75,0.7999999999999999,0.48102291666666663,0.6342266666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P020,1,0.98,0.6667,0.3725,0,0.2794,0.5,0.5,1,1,1,0.26,0.3333,0.75,0.5,1,0.2,0.2299,0.75,0.0,0.3333,0.0,0.0,0.25,0.0,0,0.25,0.75,0.6667,1,0.7548,0.31984999999999997,1.0,0.44776666666666665,0.5666666666666667,0.32663333333333333,0.14582499999999998,0.08333333333333333,0.8055666666666667,0.6306041666666666,0.385605
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P021,1,0.95,0.6667,0.2157,0,0.1618,0.0,0.5,1,1,1,0.04,0.3333,0.0,0.25,1,0.4,0.1924,0.75,0.0,0.3333,0.0,0.25,1.0,0.0,0,0.25,0.75,0.6667,0,0.7081,0.16544999999999999,1.0,0.12443333333333333,0.5499999999999999,0.3141333333333333,0.395825,0.08333333333333333,0.47223333333333334,0.4994958333333333,0.3631049999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P022,1,0.85,0.625,0.0392,0,0.1912,0.0,0.1667,1,0,1,0.02,0.2083,0.25,0.25,1,0.8,0.0741,0.75,0.0,0.3333,0.75,1.0,0.75,0.0,1,0.0833,0.75,0.3333,1,0.62855,0.089475,0.6666666666666666,0.15943333333333334,0.6833333333333332,0.2747,0.708325,0.3611,0.6944333333333333,0.38603125,0.5443783333333333
