governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1,a.2,a.3,a.4,b.1,b.2,b.3,b.4,b.5,a,b
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P023,1,0.95,1.0,0.3725,0,0.2794,0.7143,0.7143,1,0,1,0.2,0.7083,0.5,0.25,1,0.8,0.0741,0.75,0.0,0.3333,0.75,0.5,0.5,0.0,1,0.3333,0.45,0.3333,1,0.8306250000000001,0.42700000000000005,0.6666666666666666,0.46943333333333337,0.6833333333333332,0.2747,0.520825,0.4444333333333333,0.5944333333333334,0.59843125,0.5035449999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P024,1,0.95,1.0,0.1961,0,0.3971,0.1667,0.1667,1,0,1,0.18,0.3333,1.0,0.25,0,0.6,0.1976,0.25,0.0,0.3333,0.75,0.25,0.0,0.25,0,0.5,0.85,0.5,1,0.786525,0.18262499999999998,0.6666666666666666,0.5044333333333334,0.2833333333333333,0.1492,0.333325,0.25,0.7833333333333333,0.5350625,0.35983833333333337
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P025,1,0.96,0.6,0.2353,0,0.4265,0.5,0.5,1,0,1,0.3,0.2083,0.75,0.0,1,0.6,0.5413,0.25,0.0,0.3333,1.0,0.25,0.25,0.0,1,0.1667,0.9,0.3333,1,0.698825,0.35662499999999997,0.6666666666666666,0.4194333333333333,0.5333333333333333,0.26376666666666665,0.458325,0.3889,0.7444333333333333,0.5353874999999999,0.47775166666666663
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P026,1,0.95,1.0,0.1765,0,0.1324,0.5,0.5,1,0,1,0.1,0.3333,1.0,0.0,1,0.8,0.12,0.25,0.0,0.3333,0.75,0.0,0.0,0.25,0,0.4167,0.8,0.3333,1,0.781625,0.2831,0.6666666666666666,0.4777666666666667,0.6,0.12333333333333334,0.270825,0.22223333333333337,0.7111000000000001,0.5522895833333333,0.38549833333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P027,1,0.98,1.0,0.1373,0,0.1029,0.5,0.5,1,0,1,0.26,0.2083,0.25,0.25,1,0.8,0.0546,0.25,0.0,0.3333,1.0,0.5,0.75,0.0,1,0.4167,0.6,0.6667,1,0.779325,0.275725,0.6666666666666666,0.23943333333333336,0.6833333333333332,0.10153333333333332,0.645825,0.47223333333333334,0.7555666666666667,0.4902875,0.5316983333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P028,1,0.99,1.0,0.0784,0,0.3088,0.3333,0.3333,1,1,1,0.06,0.2083,1.0,0.25,1,0.8,0.0679,0.25,0.0,0.3333,0.0,0.0,0.0,0.25,1,0.25,0.65,0.5,1,0.7671,0.24385,1.0,0.4227666666666667,0.6833333333333332,0.10596666666666667,0.083325,0.5,0.7166666666666667,0.6084291666666667,0.41785833333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P029,1,0.98,1.0,0.0392,0,0.2794,0.2,0.2,1,0,1,0.02,0.2083,0.25,0.5,1,0.8,0.0531,0.25,0.0,0.6667,1.0,0.25,0.75,0.0,0,0.1667,0.65,0.3333,1,0.7548,0.16985,0.6666666666666666,0.15943333333333334,0.7666666666666666,0.10103333333333332,0.666675,0.05556666666666666,0.6611,0.4376875,0.4502083333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P030,1,0.99,1.0,0.0784,0,0.3088,0.4,0.4,1,1,1,0.06,0.2083,0.25,0.0,1,0.8,0.0438,0.25,0.0,0.3333,0.0,0.25,0.75,0.0,1,0.4167,0.6,0.5,1,0.7671,0.2772,1.0,0.17276666666666665,0.6,0.09793333333333333,0.333325,0.47223333333333334,0.7000000000000001,0.5542666666666666,0.4406983333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P031,1,0.95,1.0,0.5686,0,0.4265,0.6,0.6,1,1,1,0.62,0.3333,1.0,0.0,0,1.0,0.0338,0.25,0.0,0.3333,0.0,0.25,0.0,0.75,0,0.5833,0.4,0.3333,0,0.87965,0.406625,1.0,0.6511,0.3333333333333333,0.0946,0.14582499999999998,0.4444333333333333,0.24443333333333336,0.73434375,0.252525
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P032,1,0.99,1.0,0.0,0,0.0,0.0,0.0,1,0,1,0.38,0.3333,0.0,1.0,0,0.8,0.2799,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0,0.25,0.7,0.5,1,0.7475,0.0,0.6666666666666666,0.23776666666666668,0.6,0.17663333333333334,0.625,0.08333333333333333,0.7333333333333334,0.4129833333333333,0.44366000000000005
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P033,1,0.95,0.5,0.2353,0,0.4265,0.1429,0.1429,1,0,1,0.28,0.2083,0.0,0.5,1,0.8,0.2027,0.25,0.0,0.6667,1.0,0.0,1.0,1.0,1,0.75,0.7,0.3333,1,0.6713250000000001,0.178075,0.6666666666666666,0.1627666666666667,0.7666666666666666,0.1509,0.666675,0.9166666666666666,0.6777666666666665,0.41970833333333335,0.6357349999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P034,1,0.98,1.0,0.2353,1,0.4265,0.5,0.5,1,0,1,0.32,0.3333,1.0,0.0,1,0.8,0.1648,0.25,0.0,0.6667,0.75,0.0,0.0,0.0,1,0.5,0.65,0.3333,1,0.803825,0.606625,0.6666666666666666,0.5511,0.6,0.13826666666666668,0.354175,0.5,0.6611,0.6570541666666666,0.4507083333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P035,1,0.95,0.4667,0.2353,0,0.4265,0.5,0.5,1,0,1,0.26,0.3333,1.0,0.0,1,0.0,0.2268,0.25,0.0,0.3333,1.0,0.0,0.0,0.0,1,0.5,0.65,0.3333,1,0.663,0.35662499999999997,0.6666666666666666,0.5311,0.3333333333333333,0.15893333333333334,0.333325,0.5,0.6611,0.5543479166666666,0.3973383333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P036,1,0.95,0.4,0.2157,0,0.4118,0.0,0.0,1,0,1,0.2,0.3333,0.0,0.5,1,0.8,0.2862,0.25,0.0,0.3333,0.75,0.5,1.0,0.75,1,0.4167,0.85,0.3333,1,0.641425,0.10295,0.6666666666666666,0.17776666666666666,0.7666666666666666,0.17873333333333333,0.645825,0.7222333333333334,0.7277666666666667,0.39720208333333334,0.6082449999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P037,1,0.98,1.0,0.0392,0,0.1324,0.25,0.625,1,0,1,0.42,0.2083,1.0,0.0,1,1.0,0.0919,0.25,0.0,0.3333,0.75,0.75,0.0,0.75,0,0.6667,0.95,0.5,1,0.7548,0.25185,0.6666666666666666,0.5427666666666666,0.6666666666666666,0.11396666666666666,0.458325,0.47223333333333334,0.8166666666666668,0.5540208333333333,0.5055716666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P038,1,0.97,1.0,0.1373,0,0.1618,0.0,0.0,1,1,1,0.12,0.2083,1.0,0.25,1,0.8,0.6893,0.25,0.0,0.3333,0.0,0.5,0.0,1.0,0,0.3333,0.85,0.5,0,0.776825,0.04045,1.0,0.4427666666666667,0.6833333333333332,0.3131,0.20832499999999998,0.4444333333333333,0.45,0.5650104166666666,0.4198383333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P039,1,0.98,0.6,0.1765,0,0.1324,0.3333,0.3333,1,1,1,0.18,0.3333,0.25,0.25,1,0.8,0.4454,0.25,0.0,0.6667,0.0,1.0,0.75,1.0,1,0.5833,0.65,0.3333,1,0.689125,0.19974999999999998,1.0,0.25443333333333334,0.6833333333333332,0.2318,0.604175,0.8611,0.6611,0.5358270833333334,0.6083016666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P040,1,0.98,1.0,0.2941,0,0.4265,0.3333,0.3333,1,1,1,0.28,0.2083,1.0,0.25,0,0.8,0.2542,0.25,0.0,0.3333,0.0,0.25,0.0,0.0,1,0.4167,0.8,0.5,1,0.818525,0.273275,1.0,0.49610000000000004,0.35000000000000003,0.16806666666666667,0.14582499999999998,0.47223333333333334,0.7666666666666666,0.6469750000000001,0.38055833333333333
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P041,1,0.95,1.0,0.0784,0,0.0588,0.25,0.25,1,1,1,0.22,0.3333,0.0,0.0,1,0.4,0.0392,0.5,0.0,0.3333,0.0,0.5,1.0,0.25,1,0.8333,0.85,0.6667,1,0.7571,0.1397,1.0,0.18443333333333334,0.4666666666666666,0.17973333333333333,0.458325,0.6944333333333333,0.8389000000000001,0.5203083333333334,0.5276116666666667
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P042,1,0.95,1.0,0.2157,0,0.1618,0.3333,0.6667,0,0,1,0.6,0.2083,0.25,0.25,1,1.0,0.0103,0.5,1.0,0.0,1.0,0.0,0.75,1.0,1,0.8333,0.85,0.6667,1,0.791425,0.29045,0.3333333333333333,0.3527666666666667,0.75,0.5034333333333333,0.4375,0.9444333333333333,0.8389000000000001,0.44199375,0.6948533333333333
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P043,1,0.95,1.0,0.3725,0,0.2794,0.0,0.0,1,0,1,0.86,0.3333,0.75,0.0,1,1.0,0.1135,0.5,1.0,0.0,1.0,0.0,0.25,0.75,1,0.8333,0.95,0.6667,1,0.8306250000000001,0.06985,0.6666666666666666,0.6477666666666667,0.6666666666666666,0.5378333333333334,0.3125,0.8611,0.8722333333333333,0.5537270833333333,0.6500666666666667
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P044,1,0.95,1.0,0.1373,1,0.1029,0.6667,0.6667,1,1,1,0.7,0.3333,1.0,0.0,0,0.8,0.0135,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.75,0.9,0.6667,1,0.7718250000000001,0.609075,1.0,0.6777666666666665,0.26666666666666666,0.17116666666666666,0.0,0.3333333333333333,0.8555666666666667,0.7646666666666666,0.3253466666666666
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P045,1,0.95,1.0,0.0196,0,0.0147,0.5,0.5,1,1,1,0.1,0.3333,0.25,0.0,0,0.8,0.0272,0.5,0.0,0.3333,0.0,0.0,0.75,0.0,1,0.25,0.8,0.6667,1,0.7424000000000001,0.253675,1.0,0.22776666666666667,0.26666666666666666,0.17573333333333332,0.270825,0.4166666666666667,0.8222333333333333,0.5559604166666667,0.390425
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P046,1,0.95,0.6667,0.0392,1,0.0294,0.5,0.5,1,1,1,0.12,0.2083,0.25,0.25,0,0.8,0.0196,0.5,0.0,0.3333,0.0,0.25,0.75,0.5,1,0.5833,1.0,0.6667,1,0.663975,0.50735,1.0,0.19276666666666667,0.35000000000000003,0.1732,0.333325,0.6944333333333333,0.8889,0.5910229166666666,0.4879716666666667
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P047,1,0.95,0.3333,0.5686,0,0.4265,0.0,0.0,1,0,1,0.62,0.2083,1.0,0.25,1,0.8,0.1363,0.25,0.0,0.3333,1.0,0.0,0.0,0.0,0,0.1667,1.0,0.6667,1,0.712975,0.106625,0.6666666666666666,0.6094333333333334,0.6833333333333332,0.12876666666666667,0.333325,0.05556666666666666,0.8889,0.523925,0.4179783333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P048,1,0.95,1.0,0.0588,0,0.0441,0.6,0.8,0,0,1,0.46,0.2083,1.0,0.0,1,0.8,0.6417,0.25,0.0,0.3333,1.0,0.0,0.0,0.5,0,0.5833,0.85,0.6667,1,0.7522000000000001,0.36102500000000004,0.3333333333333333,0.5560999999999999,0.6,0.29723333333333335,0.333325,0.3611,0.8389000000000001,0.5006645833333333,0.48611166666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P049,1,0.92,0.5,0.1176,0,0.0882,0.5,0.5,1,0,1,0.18,0.3333,1.0,0.0,1,1.0,0.1201,0.25,0.0,0.6667,1.0,0.25,0.0,0.75,0,0.6667,0.85,0.6667,1,0.6344,0.27205,0.6666666666666666,0.5044333333333334,0.6666666666666666,0.12336666666666667,0.479175,0.47223333333333334,0.8389000000000001,0.5193875,0.5160683333333334
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P050,1,1.0,1.0,0.0784,1,0.0588,0.0,0.0,1,0,1,0.32,0.3333,1.0,0.0,1,0.8,0.0,0.25,0.0,0.6667,1.0,0.0,0.0,0.5,0,0.4167,0.95,0.6667,1,0.7696,0.2647,0.6666666666666666,0.5511,0.6,0.08333333333333333,0.416675,0.3055666666666667,0.8722333333333333,0.5630166666666666,0.45556166666666664
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P051,1,1.0,0.3333,0.5098,1,0.5735,0.2,0.2,1,0,1,0.42,0.3333,0.5,0.0,1,0.0,0.1464,0.25,0.0,0.3333,1.0,0.0,0.5,0.0,0,0.1667,0.95,0.0,1,0.7107749999999999,0.493375,0.6666666666666666,0.4177666666666666,0.3333333333333333,0.13213333333333332,0.458325,0.05556666666666666,0.65,0.5721458333333332,0.32587166666666667
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P052,1,1.0,1.0,0.2157,1,0.2059,0.75,0.875,0,1,1,0.22,0.3333,1.0,0.0,1,0.8,0.0262,0.25,0.0,0.6667,0.25,0.0,0.0,0.5,0,0.4167,0.75,0.6667,1,0.803925,0.7077249999999999,0.6666666666666666,0.5177666666666667,0.6,0.09206666666666667,0.229175,0.3055666666666667,0.8055666666666667,0.6740208333333333,0.40647500000000003
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P053,0,1.0,0.3333,0.0784,1,0.0588,0.8571,0.8571,1,0,1,0.62,0.2083,0.25,0.25,1,0.8,0.0251,0.25,0.0,0.3333,1.0,0.0,0.75,0.0,0,0.1667,0.95,0.0,1,0.352925,0.6932499999999999,0.6666666666666666,0.3594333333333333,0.6833333333333332,0.0917,0.520825,0.05556666666666666,0.65,0.51806875,0.40028500000000006
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P054,1,1.0,1.0,0.1373,1,0.3529,0.5,0.3333,1,1,1,0.22,0.2083,0.25,0.0,1,0.8,0.0381,0.25,0.0,0.3333,0.25,0.0,0.75,0.25,0,0.25,0.9,0.6667,1,0.784325,0.54655,1.0,0.2261,0.6,0.09603333333333335,0.333325,0.16666666666666666,0.8555666666666667,0.63924375,0.4103183333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P055,1,0.95,0.5,0.098,0,0.0735,0.5,0.5,1,0,1,0.52,0.2083,0.25,0.0,1,0.8,0.0987,0.25,0.0,0.3333,1.0,0.0,0.75,0.5,0,0.25,0.9,0.6667,1,0.637,0.26837500000000003,0.6666666666666666,0.3261,0.6,0.11623333333333334,0.520825,0.25,0.8555666666666667,0.4745354166666667,0.46852499999999997
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P056,0,1.0,0.4,0.0196,1,0.0147,0.5,0.5,1,0,0,0.06,0.3333,1.0,0.5,1,1.0,0.0262,0.25,1.0,0.6667,1.0,0.0,0.0,0.0,0,0.0833,0.8,0.6667,1,0.3549,0.503675,0.3333333333333333,0.4644333333333333,0.8333333333333334,0.4254,0.416675,0.027766666666666665,0.8222333333333333,0.41408541666666665,0.5050816666666667
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P057,1,0.98,1.0,0.7647,0,0.8235,0.0,0.4,1,1,1,0.76,0.3333,1.0,0.0,1,1.0,0.5004,0.25,0.0,0.3333,0.0,0.0,0.0,0.75,0,0.6667,0.65,0.6667,1,0.936175,0.305875,1.0,0.6977666666666668,0.6666666666666666,0.2501333333333333,0.083325,0.47223333333333334,0.7722333333333333,0.7349541666666667,0.4489183333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P058,0,0.95,0.5,0.0588,1,0.0441,0.5,0.5,1,1,1,0.28,0.3333,0.75,1.0,0,0.8,0.4515,0.25,0.0,0.6667,0.0,0.5,0.25,0.75,1,0.75,0.8,0.6667,1,0.3772,0.5110250000000001,1.0,0.4544333333333333,0.6,0.23383333333333334,0.354175,0.8333333333333334,0.8222333333333333,0.5856645833333334,0.568715
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P059,1,0.95,1.0,0.1569,0,0.3676,0.0,0.6667,1,1,0,0.14,0.3333,0.25,0.0,1,0.8,0.0672,0.0,0.0,0.6667,0.0,0.25,0.75,0.5,0,0.3333,1.0,0.6667,1,0.776725,0.258575,0.6666666666666666,0.2411,0.6,0.0224,0.416675,0.27776666666666666,0.8889,0.4857666666666666,0.4411483333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P060,1,0.95,1.0,0.0392,0,0.2794,0.0,0.0,1,1,1,0.04,0.3333,0.25,0.25,1,0.0,0.1507,0.0,0.0,0.6667,0.25,0.5,0.75,0.0,0,0.1667,1.0,0.6667,1,0.7473000000000001,0.06985,1.0,0.20776666666666666,0.4166666666666667,0.05023333333333333,0.541675,0.05556666666666666,0.8889,0.5062291666666667,0.39060833333333334
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P061,1,0.95,1.0,0.0784,0,0.3088,0.0,0.0,1,1,1,0.06,0.2083,0.25,0.0,0,0.8,0.1788,0.0,0.0,0.3333,0.0,0.25,0.75,0.5,1,0.25,0.95,0.6667,1,0.7571,0.0772,1.0,0.17276666666666665,0.26666666666666666,0.05959999999999999,0.333325,0.5833333333333334,0.8722333333333333,0.5017666666666667,0.4230316666666667
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P062,1,0.95,1.0,0.2353,0,0.4265,0.5,0.5,1,1,1,0.22,0.2083,0.0,0.0,1,0.8,0.1932,0.0,0.0,0.6667,0.25,0.5,1.0,0.0,1,0.1667,0.95,0.6667,1,0.7963250000000001,0.35662499999999997,1.0,0.14276666666666668,0.6,0.0644,0.604175,0.3889,0.8722333333333333,0.5739291666666667,0.5059416666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P063,1,0.99,1.0,0.0588,0,0.0441,0.3333,0.3333,1,1,1,0.12,0.2083,1.0,0.25,1,0.8,0.5785,0.0,0.0,0.6667,0.25,0.0,0.0,0.75,1,0.5833,0.95,0.8333,1,0.7622000000000001,0.17767499999999997,1.0,0.4427666666666667,0.6833333333333332,0.19283333333333333,0.229175,0.7777666666666666,0.9277666666666667,0.5956604166666667,0.562175
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,P064,1,0.95,1.0,0.7059,0,0.7206,0.0,0.0,1,0,1,0.84,0.3333,1.0,0.0,1,0.8,0.1435,0.0,0.0,0.6667,0.75,0.0,0.0,0.75,1,0.1667,1.0,0.6667,1,0.913975,0.18015,0.6666666666666666,0.7244333333333334,0.6,0.04783333333333333,0.354175,0.6389,0.8889,0.62130625,0.5059616666666666
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,P065,1,0.98,1.0,0.0196,1,0.0147,0.2857,0.5714,1,0,1,0.6,0.2083,0.25,0.25,1,0.8,0.0489,0.5,0.0,0.0,0.75,0.25,0.75,0.75,1,0.6667,0.9,0.6667,1,0.7499,0.46795,0.6666666666666666,0.3527666666666667,0.6833333333333332,0.18296666666666664,0.4375,0.8055666666666667,0.8555666666666667,0.5593208333333333,0.5929866666666667
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,P066,1,0.97,1.0,0.1176,0,0.3382,0.0,0.0,1,0,1,0.1,0.2083,0.75,0.0,1,0.0,0.0395,0.5,0.0,0.0,0.75,0.25,0.25,0.5,1,0.5,0.9,0.6667,1,0.7718999999999999,0.08455,0.6666666666666666,0.3527666666666667,0.3333333333333333,0.17983333333333332,0.3125,0.6666666666666666,0.8555666666666667,0.46897083333333334,0.46958
